PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
1751884,"Rödl, Malte, 0000-0003-4777-3134, (Swedish University of Agricultural Sciences, Sweden);Haider, Jutta, 0000-0002-8293-8208, (Högskolan i Borås, Sweden);Joosse, Sofie, 0000-0002-8724-0183, (Swedish University of Agricultural Sciences, Sweden)",The quest for “nature” in selfies: how platforms shape nature/society relationships,Artikel i tidskrift,Refereegranskat,eng,Journal of Environmental Planning and Management,0964-0568,1360-0559,aheadofprint,,,,,,2023,,,,Taylor & Francis,,,,,,,10.1080/09640568.2023.2265548,"1,09E+12",,2-s2.0-85174264740,urn:nbn:se:hb:diva-29700,,,,Biblioteks- och informationsvetenskap (50805),Library and Information Science,Mistra EC,,"<p>Social media and other platforms have become an essential part of meaning-making on outdoor activities, influencing discourses about “good nature” and “good outdoor experiences.” However, much research on environmental communication in online spaces explores such discourses without considering the influence of platforms. This article proposes that “nature” visible online is co-constructed by users and platforms alike. Using the empirical case of nature selfies—an archetype of imagery on social media platforms—posted on Instagram, Facebook, and Tripadvisor, and a small participatory “breaching experiment” aimed at collecting “ugly” nature selfies, we analyse and interrogate nature/society relationships displayed online within the platform contexts of attention economy and affordances. We conclude that these reinforce the desirability of consuming “beautiful” nature, while simultaneously limiting the possibilities for alternative nature/society relationships to be developed and promoted.</p>",,,,,,,,,,,,,2023-04-19,2023-04-19,2024-02-01,,Mistra - Stiftelsen för miljöstrategisk forskning,3,,deprecated,,,,,,TRUE,TRUE,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1732799,"Schirone, Marco, 0000-0002-4166-153X, (Högskolan i Borås, Sweden)(Chalmers University of Technology, Sweden)","Field, Capital, and Habitus: The Impact of Pierre Bourdieu on Bibliometrics",Artikel i tidskrift,Refereegranskat,eng,Quantitative Science Studies,,2641-3337,published,,,,1,100,2023,,,,,,,,,,,10.1162/qss_a_00232,"1,01E+12",,2-s2.0-85153895954,urn:nbn:se:hb:diva-29377,,,bibliometrics;Bourdieu;informetrics;quantitative science studies;scientometrics;sociology of science,Biblioteks- och informationsvetenskap (50805),Library and Information Science,,,"<p>This study is a critical review aimed at assessing the reception received in bibliometric research by the theories and concepts developed by the sociologist Pierre Bourdieu. The dataset consists of 182 documents, including original articles, editorial material, review articles, conference papers, monographs, and doctoral dissertations. A quantitative analysis was used to establish the authors and countries that most frequently make use of Bourdieu’s theories, as well as the most popular concepts, which were identified as “field”, followed by “symbolic capital” and “social capital.” Then, the article discusses the impact of Bourdieusian key concepts such as “field.” Among the findings, the following are noteworthy: the integration of his field theory into pre-existing bibliometric conceptualizations of research fields, especially when power relations are problematized; the use of the “symbolic capital” in connection with citation analysis and altmetrics; and greater interest for Bourdieu’s theories compared to his methods, although some sources have used Bourdieu’s preferred statistical method, correspondence analysis. Moreover, Bourdieu’s theoretical impact is noticeable in research on journals, university rankings, early career researchers, and gender. The paper’s conclusions point to future research paths based on concepts less used in the bibliometric literature, such as ‘delegation.’</p>",,,,,,,,,,,,,2023-01-31,2023-01-31,2024-02-01,,,1,,deprecated,,,,,,TRUE,TRUE,,
1816607,"Schirone, Marco, 0000-0002-4166-153X, (Högskolan i Borås, Sweden)(Chalmers University of Technology, Sweden)",The formation of a field: sustainability science and its leading journals,Artikel i tidskrift,Refereegranskat,eng,Scientometrics,0138-9130,1588-2861,published,,,,,,2023,,,,,,,,,,,10.1007/s11192-023-04877-1,"1,12E+12",,2-s2.0-85177674710,urn:nbn:se:hb:diva-30947,,,,Biblioteks- och informationsvetenskap (50805),Library and Information Science,,,"<p>This study investigates the scholarly field of sustainability science between 2001 and 2021 from the perspective of 18 frequently cited journals. For this purpose, the article employs the concept of the “scientific field” developed by the sociologist Pierre Bourdieu and the associated methodology of Geometric Data Analysis (GDA). Thus, two GDA approaches, the Principal Component Analysis (PCA) and the Multiple Correspondence Analysis (MCA), as well as analyses of co-citation and co-authorship relations, were used to identify the positions of these journals in the field. One key finding is the historical shift from an earlier dominance of chemistry-related journals to publications more broadly concerned with sustainability research. The MCA analyses show that the selection of research topics is in line with a “weak” rather than “strong” interpretation of the concept “sustainability.” Networks based on co-authorship relations reveal an overall increment in this type of collaboration, both at the level of organizations and countries. Since 2008, Chinese universities have notably increased their presence in the output of the journals examined in the study. Three strategies in shaping the field through its journals are discernable: publications strongly characterized by a systems theory perspective, notably Sustainability Science; generalist journals committed to sustainability research in a broader meaning; and publications that address sustainability issues mainly within a specific discipline. </p>",,,,,,,,,,,,,2023-12-04,2023-12-04,2024-02-01,https://hb.diva-portal.org/smash/get/diva2:1816607/FULLTEXT01.pdf,,1,,deprecated,,,,,,TRUE,TRUE,,
1825505,"Svensson, Ola, 0000-0003-3752-3131, (Högskolan i Borås, Sweden)(University of Gothenburg, Sweden);Woodhouse, Katie, 0000-0003-1886-8601, (University of Hull, United Kingdom);Smith, Alan, 0000-0002-4181-564X, (University of Hull, United Kingdom);Seehausen, Ole, 0000-0001-6598-1434, (Eawag, Switzerland)(University of Bern, Switzerland);Turner, George F., 0000-0003-0099-7261, (Bangor University, United Kingdom)",Sympatry and parapatry among rocky reef cichlids of Lake Victoria explained by female mating preferences,Artikel i tidskrift,Refereegranskat,eng,Journal of Evolutionary Biology,1010-061X,1420-9101,aheadofprint,,,,,,2023,,,,,,,,,,,10.1093/jeb/voad006,"1,19E+12",,2-s2.0-85195517064,urn:nbn:se:hb:diva-31148,,,,Ekologi (10611);Evolutionsbiologi (10615);Genetik (10609);Zoologi (10608),Teacher Education and Education Work,,,"<p>Work on the Lake Victoria cichlids Pundamilia nyererei (red dorsum males, deeper water), Pundamilia pundamilia (blue males, shallower water) and related species pairs has provided insights into processes of speciation. Here, we investigate the female mating behaviour of 5 Pundamilia species and 4 of their F1 hybrids through mate choice trials and paternity testing. Complete assortative mating was observed among all sympatric species. Parapatric species with similar depth habitat distributions interbred whereas other parapatric and allopatric species showed complete assortative mating. F1 hybrids mated exclusively with species accepted by females of the parental species. The existence of complete assortative mating among some currently allopatric species suggests that pre-existing mating barriers could be sufficient to explain current patterns of co-existence, although, of course, many other factors may be involved. Regardless of the mechanism, mating preferences may influence species distribution in potentially hybridizing taxa, such as in the adaptive radiation of cichlid fish. We suggest that this at least partly explains why some species fail to establish breeding populations in locations where they are occasionally recorded. Our results support the notion that the mating preferences of potentially cross-breeding species ought to be included in coexistence theory.</p>",,,,,,,,,,,,,2024-01-09,2024-01-09,2024-10-01,https://hb.diva-portal.org/smash/get/diva2:1825505/FULLTEXT01.pdf,Göteborgs universitet;Vetenskapsrådet [217-2008-1719];Forskningsrådet Formas [217-2008-1719],5,,deprecated,,,,,,TRUE,TRUE,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1757116,"Uddling, Jenny, 0000-0003-4503-9606, (Högskolan i Borås, Sweden);Reath Warren, Anne, 0000-0002-3262-178X, (Uppsala University, Sweden)",A newcomer’s spontaneous translanguaging in lower-secondary physics education,Artikel i tidskrift,Refereegranskat,eng,International Multilingual Research Journal,1931-3152,1931-3160,published,,,,1,19,2023,,,,,,,,,,,10.1080/19313152.2023.2208508,"9,86E+11",,2-s2.0-85159054658,urn:nbn:se:hb:diva-29797,,,Newcomers in mainstream classrooms;translanguaging;peer dialogue;private speech;physics education,Jämförande språkvetenskap och allmän lingvistik (60201),Teacher Education and Education Work,,,"<p>Research indicates that encouraging translanguaging can enhance learning in a range of contexts. However, there are few studies examining translanguaging for learning among newcomers in science education. This case study fills this research gap by examining in what ways a newcomer to the school uses translanguaging practices with his classmate to participate more fully in a linguistically diverse physics classroom, where neither the teacher nor a majority of the students share the same home language. The data comprises transcriptions of video and audio recordings and photographs from nine physics lessons (students aged 14–15 years). Translanguaging practicesFootnote1 were identified and analyzed from a sociocultural perspective. Benito, the newcomer, spontaneously used English, Swedish, Spanish and Portuguese and prior knowledge in creative ways in interactions with his classmate during pair work, something that was not possible in whole class instruction. Multilingual peer dialogue, multilingual private speech and the use of multilingual artifacts increased learning opportunities. Moreover, Benito and his classmate Edin engaged in exploratory talk and demonstrated metalinguistic awareness. This study indicates that teachers who actively facilitate the use of students' multiple linguistic resources for sensemaking can contribute to a more egalitarian education and increase opportunities for learning in linguistically diverse classrooms.</p>",,,,,,,,,,,,,2023-05-15,2023-05-15,2024-02-01,https://hb.diva-portal.org/smash/get/diva2:1757116/FULLTEXT01.pdf,,2,,deprecated,,,,,,TRUE,TRUE,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1820740,"Uddling, Jenny, 0000-0003-4503-9606, (Högskolan i Borås, Sweden);Duek, Susanne, 0000-0003-2915-6298, (Karlstad University, Sweden);Lindholm, Anna, 0000-0002-3911-5302, (Karlstad University, Sweden)",Legitimeringsdiskurser om organisationen av nyanländas svenskundervisning,Artikel i tidskrift,Refereegranskat,swe,Nordand: nordisk tidsskrift for andrespråksforskning,0809-9227,2535-3381,published,18,3,,173,189,2023,,,,,,,,,,,10.18261/nordand.18.3.2,,,,urn:nbn:se:hb:diva-31043,,,nyanlända elever;grundläggande sva;svenska som andraspråk;legitimering organisering,Pedagogiskt arbete (50304);Lärande (50303),Teacher Education and Education Work,,,"<p>Det saknas forskning och nationell reglering om hur nybörjarsvenska ska bedrivas i svensk grundskola. Kursplanen i skolämnet svenska som andraspråk (sva) som finns idag riktas alltså inte mot grundläggande sva. I den här artikeln undersöks hur lärare i svenska som andraspråk legitimerar/delegitimerar sin skolas organisering av grundläggande sva. Studiens data består av tio transkriberade intervjuer som har analyserats med hjälp av van Leeuwens (2008) legitimeringsbegrepp. Resultaten bekräftar att organiseringen av grundläggande sva är decentraliserad. Lärarna legitimerar sin skolas organisation (eller brist på organisation) genom moralisk värdering med hänvisning till elevernas behov. Eftersom lärarna uttrycker sig som experter på vad nyanlända behöver, och hur deras behov kan tillgodoses, klassificeras denna legitimering också som personlig auktorisation. De lärare som arbetar i skolor som har en organiserad undervisning i grundläggande sva uttrycker i högre grad att nyanlända behöver systematiskt stöd i sin grundläggande andraspråksutveckling (diskursen separering med fokus på grundläggande andraspråksutveckling). De lärare som arbetar på skolor som saknar en organiserad undervisning i grundläggande sva framhåller istället att nyanlända elever generellt gynnas av att inkluderas i ordinarie sva/sve-undervisning men att lärarna kan behöva göra vissa anpassningar (diskursen inkludering med vissa anpassningar). Resultatet visar också att grundläggande sva legitimeras/delegitimeras genom rationalisering och företrädesvis uttrycks av de lärare som saknar en organiserad undervisning i grundläggande sva. Lärarna hänvisar i de fallen till bristande resurser (den ekonomiska diskursen). Överlag framkommer att de intervjuade sva-lärarna ser sig själva som centrala aktörer som tar ansvar för organiseringen av nyanländas utbildning.</p>",,,,,,,,,,,,,2023-12-18,2023-12-18,2023-12-22,,,3,,deprecated,,,,,,TRUE,,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1815625,"Zwierewicz, Marlene, 0000-0002-5840-1136, (Universidade Alto Vale do Rio do Peixe, Brazil );Machado dos Santos, Adelcio, 0000-0003-3916-972X, (Universidade Alto Vale do Rio do Peixe, Brazil);Pereira Vieira de Liz, Cristina, 0000-0003-1334-3363, (Rede Municipal de Ensino de Massaranduba, Brazil);Garrote Jurado, Ramón, 0000-0002-3971-9894,  (Högskolan i Borås, Sweden)",From teacher education to knowledge in pedagogical practice : A commitment towards the context and to the sustainable development goals,Artikel i tidskrift,Refereegranskat,eng,"Revista Ibero-Americana de Estudos em Educação, Araraquara, Brasil",1982-5587,,published,18,0,,,,2023,,,Araraquara,,,,,,https://periodicos.fclar.unesp.br/iberoamericana/article/view/17767,,10.21723/riaee.v18i00.17767,"1,11E+12",,,urn:nbn:se:hb:diva-30939,,,Teacher education. Pedagogical practice. Relevant knowledge. Context. Sustainable Development Goals (SDG),Pedagogik (50301),Teacher Education and Education Work,,,"<p>The purpose of this study is to map evidence of relevant knowledge being appreciated in stricto sensu graduate research which bind teacher education to pedagogical practice. It is a review study which prioritizes a bibliographical review and a qualitative approach utilizing the descriptors “teacher education”, “pedagogical practice”, and “relevant knowledge” when selecting studies available in the Catalogue of Thesis and Dissertations of CAPES. The results denote special attention to relevant knowledge manifested in meeting local demands while teacher education is still in progress. Some proximity is also observed in part of the researches with global demands, even though this is not clearly indicated in the studies. However, there are no references to the Sustainable Development Goals in the studies we have analyzed, which confirms an issue to be addressed in the policies intended for teacher education in the Brazilian context, because these goals express planetary needs which no longer can be disregarded in the pedagogical practice.</p>;<p>Este estudio tiene como objetivo mapear la evidencia de la valoración del conocimiento pertinente en la investigación de posgrado stricto sensu que vincula la formación docente con la práctica pedagógica. Se trata de un estudio de revisión que prioriza la investigación bibliográfica y el abordaje cualitativo, en el que se utilizaron los descriptores ""formación docente"", ""práctica pedagógica"" y ""conocimiento pertinente"" en la selección de estudios disponibles en el Catálogo de Tesis y Disertaciones de la CAPES. Los resultados denotan especial atención a los conocimientos pertinentes expresados en la preocupación por satisfacer las demandas locales incluso durante la formación docente. También existe cierta proximidad de parte de la investigación a las demandas globales, aunque esto no se afirma explícitamente en los estudios. Sin embargo, no hay referencia a los Objetivos de Desarrollo Sostenible en los estudios analizados, lo que confirma una cuestión a ser abordada en las políticas de formación docente en el contexto brasileño, porque estas metas expresan necesidades planetarias que ya no pueden ser ignoradas en la práctica pedagógica.</p>;<p>Este estudo tem como objetivo mapear evidências de valorização do conhecimento pertinente em pesquisas de pós-graduação stricto sensu que vinculam a formação docente à prática pedagógica. Trata-se de um estudo de revisão que prioriza a pesquisa bibliográfica e a abordagem qualitativa, no qual foram utilizados os descritores “formação docente”, “prática pedagógica” e “conhecimento pertinente” na seleção de estudos disponibilizados no Catálogo de Teses e Dissertações da CAPES. Os resultados denotam especial atenção com conhecimentos pertinentes expressados na preocupação com o atendimento a demandas locais ainda durante as formações docentes. Observa-se também alguma proximidade de parte das pesquisas com demandas globais, ainda que isso não seja declarado explicitamente nos estudos. Contudo, não há referência aos Objetivos de Desenvolvimento Sustentável nas pesquisas analisadas, confirmando uma questão a ser abordada nas políticas de formação docente no contexto brasileiro, porque esses objetivos expressam necessidades planetárias que não podem mais ser desconsideradas na prática pedagógica.</p>",,,,,,,,,,,,,2023-11-29,2023-11-29,2024-02-01,https://hb.diva-portal.org/smash/get/diva2:1815625/FULLTEXT01.pdf,,4,,deprecated,,,,,e023106,TRUE,TRUE,,
1726784,"Tanderup Linkis, Sara, 0000-0001-7579-6718, (Lund University, Sweden);Pennlert, Julia, 0000-0003-3110-1376, (Högskolan i Borås, Sweden) ",En helt annan upplevelse : Ljudbokens band till sina läsare,Artikel i tidskrift,Refereegranskat,eng,Tidskrift för litteraturvetenskap,,,published,52,1,,,,2022,,,,,,,,,https://publicera.kb.se/tfl/article/view/2227,,10.54797/tfl.v52i1.2227,,,,urn:nbn:se:hb:diva-29277,,,,Biblioteks- och informationsvetenskap (50805),Library and Information Science,,,"<p>Audiobooks have in recent years become widely popular. The format accordingly impacts how many contemporary readers use and experience literature. The article examines this tendency, departing from Rita Felski’s theoretical conceptualizations of uses of literature (Felski 2008). Felski represents a new attention within literary studies toward the ways in which so-called lay readers use, experience and form attachments (Felski 2020) to literature and art. Drawing on Felski’s work in combination with Lutz Koepnick’s concept of resonant reading (2019), we study how the medial affordances of the audiobook impact uses of literature among empirical Swedish readers. In this way, we combine the theoretical perspective introduced by Felski with an approach informed by literary sociology (Svedjedal, Murray), in order to draw attention to the importance of considering the significance of media and formats in broader discussions about uses of literature. The article is based on a survey of 1400 Swedish audiobook users, which was published during the fall of 2021, in the Facebook-group Snacka om ljudböcker. We focus on a qualitative analysis of answers to the free-text question “Why do you choose to listen to audiobooks?” Our findings demonstrate that the medial affordances of the audiobook, its mobility and the mediation of literature through sound, impact both why and how readers listen to audiobooks: Respondents report among other things that audiobooks make it possible to integrate literature into everyday life, and that, consequently, it adds value to everyday activities, while the format’s mediation though sound, and especially the voice of the performer “adds a dimension” and “deepens” the reading experience. Thus, while the existing debate often associates audiobooks with distracted or passive reading and, in Felski’s terms, with detachment from the surroundings, and from the text, our findings suggest that the format also helps readers form attachments to and through literature. </p>",,,,,,,,,,,,,2023-01-13,2023-01-13,2023-01-16,https://hb.diva-portal.org/smash/get/diva2:1726784/FULLTEXT01.pdf,,2,,deprecated,,,,,,SANT,SANT,,
1630242,"Lundh, Anna,0000-0002-4178-0563, (Högskolan i Borås, Sweden)(Curtin University, Australia)","I can read, I just can't see : A disability rights-based perspective on reading by listening",Artikel i tidskrift,Refereegranskat,eng,Journal of Documentation,0022-0418,1758-7379,published,78,7,,176,191,2022,,,,,,,,,,,10.1108/jd-10-2020-0169,"7,39E+11",,2-s2.0-85122129461,urn:nbn:se:hb:diva-27321,,,Critical Disability Studies; Critical Studies of Reading; Discourse Analysis; Document Theory; New Literacy Studies; Print Disabilities; Reading; Reading by Listening; Talking Books; Text-to-Speech; University Students; Vision Impairment,Biblioteks- och informationsvetenskap (50805),Library and Information Science,,"<p>This study has been funded by the Curtin Research Fellowship, Curtin University, Perth, Australia.</p>","<p><strong>Purpose </strong>The aim of the paper is to create a greater understanding of how people who are blind or vision impaired describe their use of audio-based reading technologies, with a particular focus on how they reason about whether the use of these technologies can be understood in terms of reading.</p><p><strong>Design/methodology/approach </strong>The study is part of the emerging research area Critical Studies of Reading and draws theoretical inspiration from Document Theory, New Literacy Studies and Critical Disability Studies. The article presents a discourse analysis of how 16 university students in Australia who are blind or vision impaired and use audio-based reading technologies describe this use in semi-structured interviews.</p><p><strong>Findings </strong>The participants relate to a division between ‘real' reading and reading by listening, where the latter is constructed as an exception and is connected to the subject position of being blind or vision impaired. However, resistance is also noticeable, where reading by listening is constructed as something that is normal, and as a right.</p><p><strong>Originality/value </strong>The article is a theoretical and empirical contribution to the ongoing discussion on the use of audio-based reading technologies. It presents perspectives from the users of these technologies and argues why a specific understanding of this use is important.</p>",,,,,,,,,,,,,2022-01-19,2022-01-19,2022-02-04,https://hb.diva-portal.org/smash/get/diva2:1630242/FULLTEXT01.pdf,,1,,deprecated,,,,,,SANT,SANT,,
1699404,"Abraham, Getahun Yacob, 0000-0002-4817-0135, (Högskolan i Borås, Sweden);Margrain, Valerie,0000-0002-7113-647X, (Karlstad University, Sweden)",“We are Swedish Preschool Teachers”. : Student Teacher Feedback on Internationalisation and Interculturality in Preschool Teacher Education,Artikel i tidskrift,Refereegranskat,eng,World Studies in Education,1441-340X,2201-0629,published,23,1,,77,95,2022,,,,"James Nicholas Publishers, Pty. Ltd.",,,,,https://www.ingentaconnect.com/contentone/jnp/wse/2022/00000023/00000001/art00006,,10.7459/wse/22.1.06,,,,urn:nbn:se:hb:diva-28670,,,internationalisation;interculture;preschool teacher education;sociomateriality;student teachers,Samhällsvetenskap (5),Teacher Education and Education Work,,,"<p>Course materials in teacher education programmes are one of the means to support young teachers learn content knowledge and pedagogical theories. The materials are chosen to support their learning in a range of areas, and this article presents the findings of a study that explored how Swedish preschool student teachers perceived their course materials in relation to internationalisation and intercultural practice. Questionnaires were administered to students in a preschool teacher education at a Swedish university through the Survey and Report tool, and 94 students responded. Findings indicate that the responding student teachers valued content and materials for three key reasons: (i) materials that were localised, (ii) practice-oriented, and (iii) prepared them for working specifically in Swedish preschools. Identity as a Swedish preschool teacher (Swedish context and preschool teaching focus) appeared to be of greater influence in determining the responding students’ value of content than the higher education goals of globalisation and internationalisation. </p>",,,,,,,,,,,,,2022-09-27,2022-09-27,2023-06-13,https://hb.diva-portal.org/smash/get/diva2:1699404/FULLTEXT01.pdf,,2,,deprecated,,,,,,SANT,SANT,,
1624363,"Ekström, Björn, 0000-0003-4187-7004, (Högskolan i Borås, Sweden)",A niche of their own : variations of information practices in biodiversity citizen science,Artikel i tidskrift,Refereegranskat,eng,Journal of Documentation,0022-0418,1758-7379,published,78,7,,248,265,2022,,,,,,,,,,,10.1108/jd-07-2021-0146,"7,39E+11",,2-s2.0-85122124225,urn:nbn:se:hb:diva-27144,,,Citizen science;Information practices;Variation;Practice theory;Biodiversity;Information science,Biblioteks- och informationsvetenskap (50805),Library and Information Science,,,"<p><strong>Purpose</strong></p><p>Information practices become highly complex in biodiversity citizen science projects due to the projects’ large scale, distributed setting and vast inclusion of participants. This study aims to contribute to knowledge concerning what variations of information practices can be found in biodiversity citizen science and what these practices may mean for the overall collaborative biodiversity data production in such projects.</p><p><strong>Design/methodology/approach</strong></p><p>Fifteen semi-structured interviews were carried out with participants engaged with the Swedish biodiversity citizen science information system Artportalen. The empirical data were analysed through a practice-theoretical lens investigating information practices in general and variations of practices in particular.</p><p><strong>Findings</strong></p><p>The analysis shows that the nexus of biodiversity citizen science information practices consists of observing, identifying, reporting, collecting, curating and validating species as well as decision-making. Information practices vary depending on participants’ technical know-how; knowledge production and learning; and preservation motivations. The study also found that reporting tools and field guides are significant for the formation of information practices. Competition was found to provide data quantity and knowledge growth but may inflict data bias. Finally, a discrepancy between practices of validating and decision-making have been noted, which could be mitigated by involving intermediary participants for mutual understandings of data.</p><p><strong>Originality/value</strong></p><p>The study places an empirically grounded information practice-theoretical perspective on citizen science participation, extending previous research seeking to model participant activities. Furthermore, the study nuances previous practice-oriented perspectives on citizen science by emphasising variations of practices.</p>",,,,,,,,,,,,,2022-01-04,2022-01-04,2024-09-23,https://hb.diva-portal.org/smash/get/diva2:1624363/FULLTEXT01.pdf,,1,,deprecated,urn:nbn:se:hb:diva-32108,,,,,SANT,SANT,,
1714253,"Cronqvist, Marita, 0000-0002-6639-8803, (Högskolan i Borås, Sweden)",Academic Freedom in Teacher Education; Between Certainty and Uncertainty,Artikel i tidskrift,Refereegranskat,eng,Australian Journal of Teacher Education,1835-517X,,published,47,6,,,,2022,,,,,,,,,https://ro.ecu.edu.au/ajte/vol47/iss6/4,,10.14221/ajte.2022v47n6.4,,,2-s2.0-85143906212,urn:nbn:se:hb:diva-28983,,,,Pedagogik (50301),Teacher Education and Education Work,,,"<p>In this study, academic freedom in teacher education is related to preservice teachers' possibilities to develop critical and autonomous thinking in teaching practice. Self-awareness and self-confidence provide certainty to deal with the uncertain situation in teaching where creativity and judgment must be given priority over an instrumental teaching based on authorities, effective methods or ready-made solutions. Teacher educators thus need to promote academic freedom as both certainty and uncertainty. The aim of this paper is to provide enhanced understanding of the meanings and implications for teacher education of academic freedom, in the tension between certainty and uncertainty, based on a phenomenological study about preservice teachers' experiences of professional ethics. The results show that teacher educators' function as role models is crucial for preservice teachers' academic freedom in developing their teaching. A consensus on fundamental values provides openness in discussions that promote the student's critical attitude.</p>",,,,,,,,,,,,,2022-11-29,2022-11-29,2024-02-01,https://hb.diva-portal.org/smash/get/diva2:1714253/FULLTEXT01.pdf,,1,,deprecated,,,,,,SANT,SANT,Verkets författare anser att innehållet i publikationen faller inom ämnet hållbar utveckling.,
1691866,"Hermansson, Carina, 0000-0002-7357-0122, (Högskolan i Borås, Sweden);Olin-Scheller, Christina, 000-0002-2872-4102, (Karlstad University, Sweden)",Across Textual Landscapes: The Role of Affect During Digital Reading Encounters,Artikel i tidskrift,Refereegranskat,eng,Children's Literature in Education,0045-6713,1573-1693,published,,,,,,2022,,,,Springer,,,,,,,10.1007/s10583-022-09502-y,"8,44E+11",,2-s2.0-85136890264,urn:nbn:se:hb:diva-28454,,,Early childhood education;reading;digital narratives;affect,Pedagogik (50301),Teacher Education and Education Work,,,"<p>This article addresses questions related to how the change in the textual landscape, from paper-based books to electronic books, has an effect on the teaching of reading in early childhood classrooms as well as how the digital devices relate to different aspects of reading instruction. Drawing on the theoretical concept of affect, the purpose is to expand knowledge about processes of experiencing literary digital texts that are enacted and produced in a Swedish classroom when the teacher and the six-year-old students encounter digital narrative texts. The study draws on ethnographical methods to collect empirical material using video recording, field notes, and small interviews with children. The documentation includes both individual and collaborative reading of digital narratives. Discussed in the intersection between envisionment and affect, the results show that e-book activities create multiple and differing processes of reading. The metacognitive processes initiated by the teacher's instruction of reading strategies create a distance between the student and the text, while processes of embodied sense-making create a closeness to the text that seems to be vital when the students encounter digital narratives and text worlds. These findings may contribute to educational as well as edu-political discussions about pedagogical rationales for e-book activities in which the dynamic and essential relation between body, space, and reading is made prominent.</p>",,,,,,,,,,,,,2022-08-31,2022-08-31,2023-01-16,https://hb.diva-portal.org/smash/get/diva2:1691866/FULLTEXT01.pdf,,2,,deprecated,,,,,,SANT,SANT,,
1661868,"Cronholm, Stefan, 0000-0002-1452-4206, (Högskolan i Borås, Sweden);Göbel, Hannes, 0000-0002-1299-4773, (Högskolan i Borås, Sweden)",Action design research : integration of method support,Artikel i tidskrift,Refereegranskat,eng,International Journal of Managing Projects in Business,1753-8378,1753-8386,published,15,8,,19,47,2022,,,,Emerald Group Publishing Limited,,,,,,,10.1108/IJMPB-07-2021-0196,"7,94E+11",,2-s2.0-85130190789,urn:nbn:se:hb:diva-27942,,,Action design research;ADR;Project management;ADR projects;Design science research;Design methods;MANAGEMENT RESEARCH;SCIENCE RESEARCH;RECIPROCITY;INNOVATION;FRAMEWORK;FUTURE;TOOL,Företagsekonomi (50202),,,,"<p>Purpose Action design research (ADR) has become widely accepted as a prominent research method within information systems when managing design-oriented research projects. One purpose of the ADR method is to provide methodological guidance for the building of IT artefacts. However, several scholars have reported a lack of guidance of method support at the micro level. This article aims to complement the macro level of the ADR method by integrating prescriptive method support at the micro level. Design/methodology/approach A qualitative approach including direct content analysis. An empirical ADR project was analysed in order to identify method support that could be integrated into the ADR method. Findings Method support at the micro level was identified for all the stages of the ADR method. The method support consists of procedural support, guiding concepts, and various techniques for the documentation of project tasks stated in the ADR method. Research limitations/implications The contribution to theory consists of aspects concerning the integration of macro and micro levels: relationships between normative and prescriptive support, continuous focus shifts, and method completeness. Practical implications The contribution to practice consists of explicit suggestions for method support that could be integrated into the ADR method. Originality/value This study extends previously provided knowledge by offering empirical evidence concerning theoretical constructions consisting of explicit relationships between ADR tasks and integrated method support, and elaboration on the integration of macro and micro levels.</p>",,,,,,,,,,,,,2022-05-30,2022-05-30,2023-11-27,https://hb.diva-portal.org/smash/get/diva2:1661868/FULLTEXT01.pdf,,2,,deprecated,,,,,,SANT,SANT,,
